EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,Province/Territory,EVENT START DATE,FATALITIES,INJURED/INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY/PEOPLE AFFECTED,MAGNITUDE
Disaster,Natural,Meteorological - Hydrological,Flood,Baie Verte Peninsula NL,NL,2006-04-17,0,0,0,3400000,2973052.2,2006-04-17,3400000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Red Earth SK,SK,2006-04-13,0,0,1100,19100000,16701558.2,2006-04-13,19100000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,Delta BC,BC,2006-02-04,0,0,0,,,2006-02-04,,,,,,,,0,0
Disaster,Natural,Biological,Infestation,Kashechewan ON,ON,2005-10-26,,,1100,,,2005-10-26,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Stephenville NL,NL,2005-09-27,,,200,24500000,21843925.2,2005-09-27,24500000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Lorette River, Quebec City QC",QC,2005-09-26,0,0,700,,,2005-09-26,,,,,,,,0,0
Disaster,Natural,Biological,Epidemic,Toronto ON,ON,2005-09-24,23,112,,,,2005-09-24,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,QC,2005-08-31,,,,8300000,7400186.9,2005-08-31,8300000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Kelowna BC,BC,2005-08-28,0,0,530,,,2005-08-28,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Southern Ontario,ON,2005-08-19,0,4,0,5.00E+08,445794392.5,2005-08-19,,,,,,500000000,,,2
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Meadow Lake to the South and Stony Rapids to the North, and between the Alberta border to the West and the Manitoba border to the East.",AB MB,2005-07-23,0,0,0,3200000,2853084.1,2005-07-25,1100000,2100000,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Cumberland House, Cumberland House Cree First Nation SK",SK,2005-06-23,0,,1000,11500000,10253271,2005-06-23,11500000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"High River, City of Calgary, City of Red Deer, Red Deer County, Drumheller, Black Diamond, Pincher Creek, Fort Macleod, Okotoks, Turner Valley, Sundre, Mountainview County, District of Foothills, Clearwater County, Siksika First Nation, Tsuu T'ina First Nation AB",AB,2005-06-08,2,,7028,142100000,126694766.4,2005-06-08,142100000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Chibougamau, James Bay QC",QC,2005-06-05,0,,967,,,2005-06-05,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Regional municipalities of Daly, Sifton, Blanshard, Brandon, Strathclair and Woodworth, Oak Lake, Rivers and Dominion City, Melita, Elphinstone, Rural Municipality of Franklin and the town of Deloraine and The Pas MB",MB,2005-06-02,0,,1300,40500000,36109345.8,2005-06-02,40500000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Chisasibi QC,QC,2005-05-29,0,0,600,,,2005-05-29,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Bridgewater NS,NS,2005-05-25,0,0,100,1447904,1290935,2005-05-25,510004,937900,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Fort Good Hope NT,NT,2005-05-11,0,,50,920000,820261.7,2005-05-14,920000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Fredericton, Jemseg, Sheffield, Maugerville NB",NB,2005-05-01,0,,160,2278201,2031218.5,2005-05-01,768644,1509557,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Kashechewan ON,ON,2005-04-23,0,,200,,,2005-04-23,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Newfoundland,NL,2005-03-30,0,,0,430000,383383.2,2005-03-31,430000,,,,,,,0,0
Disaster,Natural,Geological,Landslide,North Vancouver BC,BC,2005-01-19,1,1,300,4200000,3744672.9,2005-01-19,4200000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,Kings County PE,PE,2004-12-27,0,,0,,,2004-12-27,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Edmundston NB,NB,2004-08-13,1,,0,180000,164011.5,2004-08-14,180000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,The Pas MB,MB,2004-07-21,,,,,,2004-07-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,2004-07-11,0,0,30000,13500000,12300859.6,2004-07-11,13500000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Grande Prairie AB,AB,2004-07-08,0,0,0,,,2004-07-08,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Attawapiskat ON,ON,2004-05-19,,,1700,5700000,5193696.3,2004-05-19,5700000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,South-Central Manitoba,MB,2004-03-24,,,1000,2302473,2097955.3,2004-03-26,565937,1736536,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Nova Scotia,NS,2004-02-18,0,0,,5600000,5102578.8,2004-02-20,5600000,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Khyex River BC,BC,2003-11-28,0,0,0,,,2003-11-28,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Vancouver Island and South-western British Columbia,BC,2003-10-16,2,,750,4851046,4501846.2,2003-10-23,4851046,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Halifax NS and Charlottetown PE,NS PE,2003-09-29,8,,,30900000,28675680.9,2003-09-29,30900000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"The Bois-Francs, Chaudière-Appalaches, Beauce, l'Outaouais, Lanaudière, and Abitibi-Témiscamingue regions QC",QC,2003-08-04,0,0,60,,,2003-08-04,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Norman Wells NT,NT,2003-07-21,0,,100,121846,113075,2003-07-21,39640,82206,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Southeastern British Columbia and Southwestern Alberta,BC AB,2003-07-01,,,48501,141566277,131375708.4,2003-08-31,141566277,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Eastern Passage, Cole Harbour NS",NS,2003-05-19,,,500,,,2003-05-19,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Manitoba,MB,2003-04-01,0,,665,,,2003-10-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Prince Edward Island,PE,2003-03-31,0,0,0,2381905,2210444.9,2003-03-31,1869114,512791,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Oxford and Truro NS,NS,2003-03-31,2,3,270,25485948,23651356.4,2003-03-31,21065353,4420595,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prince Edward Island,PE,2003-03-31,0,,,,,2003-03-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,West Coast of Newfoundland,NL,2003-03-31,0,,,,,2003-03-31,,,,,,,,0,0
Disaster,Natural,Biological,Epidemic,"Across Canada, largely in the Greater Toronto area",Across Canada,2003-03-13,44,375,0,,,2003-08-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Badger NL,NL,2003-02-15,,,1100,6380000,5920739.3,2003-02-15,6380000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Wolfe Lake and Moncton NB,NB,2003-02-02,,,,,,2003-02-02,,,,,,,,189000,
Disaster,Natural,Meteorological - Hydrological,Avalanche,Western Canada,Western Canada,2003-01-21,30,,2,,,2003-01-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Near community of Sheshatshui and town of North West River NL,NL,2002-07-03,0,0,912,464286,442928.8,2002-07-03,,,464286,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Nemiscau region, near James Bay QC",QC,2002-07-02,0,0,628,,,2002-07-02,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Kee-Way-Win FN; Townships of Terrace Bay and Schrieber; Village of Rossport; Pays Plat FN; Deer Lake FN, ON",ON,2002-07-01,0,0,985,,,2002-07-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Hawes/Patuanak SK,SK,2002-06-28,0,0,103,,,2002-06-30,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Crutwell, Dillon, Hatchett Lake, Pelican Narrows, Deschambeault, Wahpeton First Nation, Nordell, Peter Pond SK",SK,2002-06-28,0,0,480,,,2002-07-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Turnor Lake SK,SK,2002-06-24,0,0,425,31014,29587.4,2002-06-24,,,31014,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Peerless Lake, Trout Lake AB",AB,2002-06-23,0,0,600,,,2002-06-23,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Alberta,AB,2002-06-11,0,0,350,16054182,15315689.6,2002-06-11,8834091,7220091,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southeast MB,MB,2002-06-11,0,0,150,10376248,9898940.6,2002-06-11,3552493,2954305,2094671,1766793,,,7986,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Municipalities of Ignace, Fort Frances, Rainy River, Alberton, Atikokan, Chapple, Dawson, Emo, La Valle, Lake of the Woods, Morley, Machin; Township of Sioux-Narrows - Nestor Falls, ON",ON,2002-06-09,0,0,0,6975854,6654964.7,2002-06-09,,,6975854,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Montreal Lake SK,SK,2002-05-20,0,0,129,32332,30844.7,2002-05-22,,,19779,,,,12553,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,British Columbia,BC,2002-05-20,,,,,,2002-05-20,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northern Alberta and Conklin,AB,2002-05-17,0,0,1254,1300000,1240200,2002-06-07,,,1300000,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Attawapiskat First Nation ON,ON,2002-05-01,0,0,1200,,,2002-05-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Southern coast of Newfoundland,NL,2001-09-19,0,0,0,11743003,11454831.1,2001-09-19,4353450,1668893,,,,5720660,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Morley, Chapple, Dawson, Emo, Lake of the Woods, La Vallee, Rainy River, Fort Frances ON",ON,2001-07-31,0,0,0,869596,848256.2,2001-07-31,,,869596,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northeast and Central British Columbia,BC,2001-07-01,0,0,,9323887,9095080,2001-07-01,2622744,6701143,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Peace River area BC,BC,2001-06-01,,,,20942391,20428467.3,2001-06-01,10691352,10251039,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,"Across Canada, concentrated in Saskatchewan and Alberta",Across Canada,2001-06-01,0,0,0,,,2002-10-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Manitoba,MB,2001-04-01,,,,16710626,16300549.3,2001-04-01,7045162,3107992,768943,5788529,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Quebec,QC,2001-02-10,6,11,30,,,2001-02-10,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Sydney NS,NS,2000-11-02,0,1,800,5628428,5628428,2000-11-11,449803,1389625,1939000,1850000,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,Eastern and Northern Coastline of New Brunswick,NB,2000-10-29,0,0,0,,,2000-10-29,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Pine Lake AB,AB,2000-07-14,12,140,1000,3385331,3385331,2000-07-14,190216,3195115,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Manitoba,MB,2000-07-07,0,0,0,2917561,2917561,2000-07-14,885581,2031980,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Vanguard SK,SK,2000-07-03,0,0,36,3787294,3787294,2000-07-03,1580762,2206532,,,,,,0,0
Disaster,Natural,Biological,Epidemic,Walkerton ON,ON,2000-05-19,6,2300,0,,,2000-07-14,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Ontario,ON,2000-04-20,0,1,0,,,2000-04-21,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Passmore BC,BC,2000-04-13,0,0,0,,,2000-04-14,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,Maritime provinces,Maritimes,2000-01-21,0,0,0,,,2000-01-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Maritimes provinces,Maritimes,2000-01-17,0,0,216,6621462,6621462,2000-01-22,3059340,2773532,301806,486784,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Glacier National Park BC,BC,1999-12-07,1,4,0,,,1999-12-07,0,0,,,,,,0,0
Disaster,Natural,Biological,Infestation,Little Saskatchewan First Nation Reserve MB,MB,1999-10-01,0,0,170,,,1999-10-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Vancouver BC,BC,1999-09-24,0,0,0,,,1999-09-24,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Maritimes provinces,Maritimes,1999-09-23,0,0,90,4912305,5049934.2,1999-09-23,1834365,3077940,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Prince Edward Island,PE,1999-09-07,0,0,0,1441367,1481750.1,1999-09-07,1022030,419337,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Balmoral and Val d'Amour areas in Restigouche County NB,NB,1999-09-07,,,,1726766,1775145.2,1999-09-07,485625,1241141,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Drummondville QC,QC,1999-07-06,1,4,200,43595000,44816411.6,1999-07-06,,,,,,43595000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Clearwater AB,AB,1999-07-04,0,0,350,8751452,8996643.5,1999-07-05,2977089,5774363,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Badger NL,NL,1999-06-28,0,0,1000,,,1999-07-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Saskatchewan,SK,1999-06-21,0,0,4,,,1999-06-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Kenora ON,ON,1999-06-18,0,0,12,,,1999-06-19,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,British Columbia,BC,1999-06-16,0,0,118,,,1999-06-25,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Burwash Landing YT,YT,1999-06-12,0,0,80,922323,948163.9,1999-06-22,317481,104842,,5.00E+05,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,White Rock BC,BC,1999-06-08,0,0,30,,,1999-06-08,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Beardmore ON,ON,1999-05-04,0,0,307,,,1999-05-04,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Cross Lake, Seymourville MB",MB,1999-04-29,0,0,1050,,,1999-05-12,,0,0,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Melita MB,MB,1999-04-01,0,0,0,109195449,112254804.3,1999-04-01,7292493,3327956,97575000,1.00E+06,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southeastern Saskatchewan,SK,1999-04-01,0,0,0,1717172,1765282.4,1999-06-30,345839,1371333,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,La Ronge SK,SK,1999-04-01,0,0,40,,,1999-05-31,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,East of Lake Winnipeg MB,MB,1999-03-05,,,1107,,,1999-03-05,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,British Columbia,BC,1999-03-01,,,,22426695,23055029.1,1999-07-30,12206998,10219697,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Southern BC,BC,1999-02-21,3,0,0,,,1999-02-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Barrie ON,ON,1999-02-13,0,30,0,,,1999-02-13,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Terrace BC,BC,1999-02-11,0,0,0,,,1999-02-11,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Southern British Columbia,BC,1999-01-29,0,1,0,,,1999-01-29,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Toronto ON,ON,1999-01-13,2,0,0,1.22E+08,125418103.4,1999-01-15,,,,7.20E+07,,50000000,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,ON,1999-01-03,11,7,0,,,1999-01-03,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Kangiqsualujjuaq QC,QC,1999-01-01,9,25,,6400400,6579721.6,1999-01-01,6400000,,,,,,400,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,"Greater Vancouver Area, Southern BC",BC,1998-12-24,2,2,10,,,1998-12-29,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,"Greater Vancouver Area, Southern BC",BC,1998-11-23,0,0,0,14025688,14655538.2,1998-11-25,,,,,,14025688,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Salmon Arm BC,BC,1998-08-10,0,0,7000,3036145,3172488.9,1998-08-17,,,,3036145,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,British Columbia,BC,1998-08-01,0,0,10600,2795,2920.5,1998-08-01,,,,,,,2795,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Tibbet Lake NT,NT,1998-07-22,0,0,5,12044118,12584982,1998-07-31,,,12044118,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northern Ontario,ON,1998-07-04,0,0,1865,,,1998-07-31,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1998-07-04,0,0,0,65258000,68188534.5,1998-07-05,,,,,,65258000,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Swan Hills AB,AB,1998-05-05,0,0,2030,,,1998-05-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Eastern Ontario and Quebec,ON QC,1998-03-28,0,0,3757,27741685,28987478.1,1998-04-15,7246824,14570459,5924402,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River NB,NB,1998-03-09,0,0,0,5636784,5889914.5,1998-03-10,3550846,2085938,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,45 miles southwest of the islands of Saint-Pierre-et-Miquelon,,1998-01-16,21,0,0,5109358,5338803.4,1998-01-16,0,0,5109358,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Ontario to New Brunswick,ON QC NB,1998-01-06,28,945,17800,4635720433,4843896268,1998-01-10,665387416,42560837,17661738,2018484288,166306876,1712248000,13071278,4828750,0
Disaster,Natural,Biological,Epidemic,Wood Buffalo National Park AB,AB,1998-01-01,0,0,0,974055,1017796.8,1998-01-01,,,974055,,,,,0,0
Disaster,Natural,Geological,Landslide,Hummingbird Creek BC,BC,1997-07-11,0,,,,,1997-07-11,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lesser Slave Lake area AB,AB,1997-06-17,0,0,0,664352,701097.1,1997-06-20,,,664352,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Iroquois Falls, Kirkland Lake, Timmins areas ON",ON,1997-06-12,0,0,823,,,1997-06-12,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northwest of Matagami QC,QC,1997-06-10,0,0,1100,,,1997-06-12,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Timmins ON,ON,1997-05-29,0,0,400,,,1997-05-29,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern British Columbia,BC,1997-05-01,0,0,0,40114688,42333420.7,1997-05-01,15472238,10407813,,14234637,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Assiniboine, Red and Winnipeg Rivers MB",MB,1997-04-22,0,0,25447,498513577,526086230.6,1997-05-14,193808836,23624696,,48480045,,232600000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Peace River AB,AB,1997-04-19,0,0,4000,47368494,49988432.8,1997-04-23,18664180,8343702,20360612,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,South-Central Saskatchewan,SK,1997-03-30,0,0,516,1319475,1392454.8,1997-04-03,,,1319475,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern British Columbia,BC,1997-03-18,0,0,0,4585262,4838871.6,1997-03-24,653232,3932030,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Durham ON,ON,1997-01-09,0,0,200,,,1997-01-09,,,,,,,,0,0
Disaster,Natural,Biological,Epidemic,Bay of Fundy NB,NB,1997-01-01,0,0,0,25881403,27312896.5,1997-01-01,21771004,4110399,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southwestern British Columbia,BC,1996-12-29,0,0,0,215339641,231084384.2,1996-12-29,1583282,5440089,3821888,204494382,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Nechako River BC,BC,1996-11-29,0,0,0,,,1996-11-29,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Montreal and Mauricie Region QC,QC,1996-11-08,0,0,1000,93089380,99895690.1,1996-11-09,3435141,10709159,,,,78945080,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Ottawa ON,ON,1996-08-08,0,0,0,21308000,22865952.8,1996-08-08,0,0,,,,21308000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1996-07-24,0,0,0,87877643,94302892.5,1996-07-25,0,0,,,,87877643,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saguenay River Valley QC,QC,1996-07-19,10,0,15825,3.00E+08,321934758.2,1996-07-19,300000000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1996-07-16,0,0,0,1.03E+08,110530933.6,1996-07-18,,,,,,103000000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Winnipeg MB,MB,1996-07-16,0,0,0,1.05E+08,112677165.4,1996-07-16,0,0,,,,105000000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Atikokan ON,ON,1996-07-05,0,0,0,278061,298391.7,1996-07-06,,,194537,83524,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lesser Slave Lake area AB,AB,1996-06-17,0,0,922,18159797,19487566.2,1996-06-21,5693853,5466769,6999175,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Timmins and Dufferin County ON,ON,1996-05-17,0,0,0,378557,406235.5,1996-05-19,,,131518,247039,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,"Grey County, Wellington and Dufferin County ON",ON,1996-04-20,0,9,0,9404772,10092410,1996-04-20,,,621641,439291,,8343840,,2895455,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Red River, Souris River, Assiniboine River and Pembina River MB",MB,1996-04-18,0,0,285,6816377,7314762.3,1996-05-08,4430930,2385447,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Flat Bay NL,NL,1996-02-17,0,0,30,,,1996-02-19,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Sunny Valley AB,AB,1996-01-01,0,0,0,100307,107641,1996-01-01,,,100307,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Grande Prairie AB,AB,1996-01-01,0,0,0,57644492,61859218.6,1996-01-01,,,100110,,57544382,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,South Dumfries ON,ON,1996-01-01,0,0,0,99870,107172.1,1996-01-01,,,22413,77457,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,ON,1995-12-10,1,0,50,,,1995-12-11,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern British Columbia,BC,1995-11-27,0,0,230,18835222,20512330.8,1995-11-29,1915497,5722996,11196729,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Hamilton ON,ON,1995-10-05,0,0,0,17419000,18970006.8,1995-10-06,0,0,,,,17419000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Regina SK,SK,1995-09-26,0,0,0,13353120,14542096.4,1995-09-26,0,0,235120,,,13118000,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Burin Peninsula NL,NL,1995-09-11,0,0,0,2661890,2898907.6,1995-09-11,1274866,1387024,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Manitoba,MB,1995-07-30,0,0,0,9018000,9820972.6,1995-07-30,0,0,,,,9018000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1995-07-17,0,0,0,74559612,81198481.6,1995-07-17,,,18858612,,,55701000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Ontario,ON,1995-07-13,0,0,0,56910000,61977328.8,1995-07-15,0,0,,,,56910000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Alberta,AB,1995-07-10,0,0,0,28103000,30605321.9,1995-07-10,0,0,,,,28103000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1995-07-04,0,0,0,34511612,37584563.8,1995-07-04,,,18858612,,,15653000,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Sahtu Region of the Northwest Territories,NT,1995-06-06,0,0,950,3432310,3737926.6,1995-06-15,504871,202377,2725062,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Alberta,AB,1995-06-06,0,0,0,154623306,168391134.6,1995-06-09,34061897,9324782,12672842,76670115,,21893670,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southeastern British Columbia,BC,1995-06-05,0,0,802,7155707,7792859,1995-06-09,1685853,5469854,,,,,,0,0
