EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,Province/Territory,EVENT START DATE,FATALITIES,INJURED/INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY/PEOPLE AFFECTED,MAGNITUDE
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prairie provinces,Prairies,1983-03-06,0,0,0,,,1983-03-06,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Badger NL,NL,1983-02-28,,,,,,1983-03-10,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Central, southern, and western Newfoundland",NL,1983-01-11,0,0,500,6367841,10455973,1983-01-19,3879494,2484696,,,,,3651,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Eastern Canada,Eastern Canada,1983-01-01,0,0,0,,,1983-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1983-01-01,0,0,0,,,1983-01-01,0,,,0,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central Alberta,AB,1983-01-01,0,0,0,,,1983-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Grande Prairie AB,AB,1982-07-13,0,0,0,,,1982-08-03,0,0,,,,,,115994,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Montreal (Sainte-Rose) QC,QC,1982-06-14,5,26,0,,,1982-06-14,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Sherbrooke QC,QC,1982-04-17,0,0,300,,,1982-04-17,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Îles-de-la-Madeleine QC,QC,1982-02-22,0,0,75,,,1982-02-22,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prince Edward Island,PE,1982-02-22,0,0,0,1585054,2754356.1,1982-02-22,1340291,244763,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Off the coast of Newfoundland,NL,1982-02-14,117,0,0,,,1982-02-14,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Labrador City NL,NL,1982-01-19,0,0,2000,,,1982-01-19,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Across Canada,Across Canada,1982-01-05,0,0,0,,,1982-01-05,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Aklavik NT,NT,1982-01-01,0,0,0,141412,245732.3,1982-01-01,46278,95134,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Hay River NT,NT,1982-01-01,0,0,0,572824,995399.1,1982-01-01,413342,159482,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Greater Vancouver BC,BC,1981-10-30,10,0,0,3130147,6032646.9,1981-10-31,217888,2912259,,,,,,0,0
Disaster,Natural,Geological,Landslide,Squamish BC,BC,1981-10-28,9,0,0,,,1981-10-28,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Westfield and Grand Bay NB,NB,1981-08-01,0,0,0,,,1981-08-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1981-07-28,2,0,0,,,1981-07-28,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Golden BC,BC,1981-02-23,3,0,0,,,1981-02-23,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southeastern ON,ON,1981-02-18,0,0,0,1668590,3215828,1981-02-20,0,0,,1668590,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Edmonton AB,AB,1981-01-01,4,0,0,,,1981-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Sussex NB,NB,1981-01-01,0,0,80,22248,42878,1981-01-01,0,0,22248,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Quebec,QC,1981-01-01,0,0,0,,,1981-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1981-01-01,0,0,0,1854,3573.2,1981-01-01,0,0,,,,,1854,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Squamish River BC,BC,1980-12-26,0,0,3000,10143000,21991868.2,1980-12-27,4328769,5814231,,,,,,119127,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southwest British Columbia,BC,1980-12-04,3,0,0,,,1980-12-04,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Gaspésie Region QC,QC,1980-07-06,0,0,160,,,1980-07-07,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Red Lake ON,ON,1980-06-01,0,0,5000,,,1980-06-01,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,"Belmoral Mine, Val d'Or, QC",QC,1980-05-20,8,0,0,,,1980-05-20,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1980-03-21,0,0,0,,,1980-03-22,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Drumheller AB,AB,1980-01-01,0,0,0,,,1980-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Vancouver Island BC,BC,1979-12-18,0,0,0,2642670,6302768,1979-12-18,26635,2616035,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Southern Quebec,QC,1979-09-13,0,0,0,,,1979-09-13,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,New Brunswick,NB,1979-09-06,0,0,0,,,1979-09-07,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Woodstock ON,ON,1979-08-07,2,0,0,,,1979-08-07,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Montreal QC,QC,1979-06-05,0,0,0,,,1979-06-05,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central Ontario,ON,1979-05-12,0,0,0,,,1979-05-12,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Dawson YT,YT,1979-05-03,0,0,0,1854000,4421790,1979-05-03,1682054,171946,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central Ontario,ON,1979-04-24,0,0,0,,,1979-04-24,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick,NB,1979-04-24,0,0,0,3227650,7697945.3,1979-05-07,1545488,1682162,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Red River region MB,MB,1979-04-01,0,0,10000,18557303,44259167.7,1979-05-31,14670604,3886699,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern Ontario,ON,1979-03-05,0,0,0,,,1979-03-05,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Golden BC,BC,1979-02-14,7,0,0,,,1979-02-14,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Yukon to Ontario,Across Canada,1979-02-08,0,0,0,,,1979-02-20,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Calgary AB,AB,1979-01-01,0,0,0,,,1979-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lethbridge AB,AB,1979-01-01,0,0,0,,,1979-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Peace River AB,AB,1979-01-01,0,0,0,,,1979-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Kicking Horse Pass, Alberta - British Columbia border",BC AB,1978-11-01,0,0,0,20087353,52358838.1,1978-11-01,7372141,12715212,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northwestern British Columbia,BC,1978-10-29,2,0,40,8277755,21576443.4,1978-11-07,3037970,5239785,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,St. John's NL,NL,1978-09-05,0,0,0,,,1978-09-05,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Edmonton AB,AB,1978-07-10,0,0,0,1597600,4164236.1,1978-07-11,87859,1509741,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Winnipeg MB,MB,1978-05-25,0,0,0,,,1978-05-25,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Milk River and area AB,AB,1978-04-01,0,0,0,,,1978-08-31,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Fundy Isles NB,NB,1978-02-01,0,0,0,,,1978-02-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southwestern Ontario,ON,1978-01-26,8,400,0,,,1978-01-26,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Newfoundland,NL,1978-01-14,0,0,0,5235779,13647358.4,1978-01-16,3588601,1647178,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Central Ontario,ON,1978-01-01,0,0,0,,,1978-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Corner Brook NL,NL,1977-12-27,0,0,0,,,1977-12-27,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern and Central Ontario,ON,1977-03-13,0,0,0,,,1977-03-13,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Niagara Peninsula ON,ON,1977-01-28,0,0,0,,,1977-01-31,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1977-01-01,0,0,0,,,1977-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Fort McMurray, Rainbow Lake AB",AB,1977-01-01,0,0,0,,,1977-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Toronto ON,ON,1976-08-27,0,0,0,,,1976-08-27,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,New Brunswick and Quebec,QC NB,1976-08-10,0,0,0,,,1976-08-11,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Moncton NB,NB,1976-07-12,0,0,0,8005500,24557064.3,1976-07-12,3065714,4939786,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Grand Falls NL,NL,1976-05-04,2,0,0,,,1976-05-04,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Assiniboine River MB,MB,1976-04-01,0,0,0,4545103,13942213.1,1976-04-01,2134809,2410294,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1976-03-31,2,0,400,975000,2990836,1976-04-05,155109,819891,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan,SK,1976-03-01,0,0,0,1947804,5974935.7,1976-04-15,530877,1416927,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,QC,1976-03-01,0,0,0,20500000,62884244.4,1976-07-15,7582330,12917670,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,New Brunswick,NB,1976-02-02,0,0,0,8005500,24557064.3,1976-02-03,3065714,4939786,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,"Western, Central and Northern NS",NS,1976-02-02,0,0,0,4137800,12692801.3,1976-02-03,2067621,2070179,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Region of Quebec City and Trois-Rivières QC,QC,1976-01-02,1,10,0,,,1976-01-02,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Lake Superior ON,ON,1975-11-10,29,0,0,,,1975-11-10,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Îles-de-la-Madeleine QC,QC,1975-07-28,1,0,0,,,1975-07-28,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Saint Bonaventure QC,QC,1975-07-25,3,59,918,,,1975-07-25,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,Devastation Glacier BC,BC,1975-07-22,4,0,0,,,1975-07-22,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Regina SK,SK,1975-06-25,0,0,0,2828222,9303875.1,1975-06-25,640274,2187948,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern AB,AB,1975-06-01,1,0,0,,,1975-06-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan,SK,1975-04-01,0,0,0,1893852,6230120,1975-05-31,493226,1400626,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Vancouver Island BC,BC,1975-03-01,14,0,0,,,1975-03-01,,0,0,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Saint John, Sussex Corner and Chaleur Bay NB",NB,1975-01-01,0,0,0,,,1975-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southeast YT,YT,1974-07-15,0,0,0,,,1974-07-15,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Charlottetown PE,PE,1974-07-03,0,0,0,143000,520694.7,1974-07-03,13473,129527,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Cambridge/Waterloo Region ON,ON,1974-05-17,0,0,0,,,1974-05-21,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Newfoundland,NL,1974-05-15,0,0,0,5151752,18758669.5,1974-07-31,3540871,1610881,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Hay River Township, south shore of Great Slave Lake NT",NT,1974-05-02,0,0,0,,,1974-05-02,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1974-04-29,0,0,0,800539,2914939.7,1974-04-29,73470,727069,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Windsor ON,ON,1974-04-03,9,30,0,,,1974-04-03,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central and Southern Manitoba,MB,1974-04-01,0,0,0,14523061,52881680.1,1974-05-31,11464005,3059056,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central and Northern Alberta,AB,1974-03-01,0,0,0,8532000,31066900.8,1974-06-30,4246073,4285927,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan,SK,1974-01-01,0,0,1400,6611800,24075027.5,1974-01-01,4151261,2460539,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Maniwaki QC,QC,1974-01-01,0,0,10000,21765136,79251678.4,1974-06-30,8670477,13094659,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1974-01-01,0,0,0,,,1974-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Cedoux SK,SK,1973-08-27,0,0,0,,,1973-08-27,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,Harbour Breton NL,NL,1973-08-01,4,0,0,,,1973-08-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Newfoundland, Prince Edward Island and Nova Scotia",NS PE NL,1973-06-17,0,0,0,5330000,21545847.5,1973-06-17,2314500,3015500,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1973-04-27,1,0,1600,7311000,29553788.1,1973-05-05,4225495,3085505,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Barrie ON,ON,1973-03-18,12,43,0,,,1973-03-18,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lake Huron ON,ON,1973-03-01,0,0,0,,,1973-04-30,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Ontario,ON,1973-01-01,0,0,0,,,1973-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1973-01-01,0,0,0,,,1973-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Smoky and Peace River Basins AB,AB,1972-06-11,0,0,105,,,1972-06-13,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Corner Brook NL,NL,1972-05-15,1,0,0,,,1972-05-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Prince George BC,BC,1972-05-01,0,0,0,5300000,23087671.2,1972-05-01,1662223,3637777,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Richelieu River QC,QC,1972-04-01,0,0,0,,,1972-06-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southwestern Quebec,QC,1972-02-19,0,0,0,,,1972-02-19,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Victoriaville QC,QC,1971-08-27,0,0,0,,,1971-08-27,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Dartmouth NS,NS,1971-08-15,0,0,0,2426000,11073703.3,1971-08-16,833229,1592771,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Western Prairies,Prairies,1971-07-23,0,0,0,,,1971-07-23,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,"Maniwaki, Déléage, Egan, South Region of Outaouais QC",QC,1971-05-14,2,11,100,,,1971-05-14,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,Fraser Canyon BC,BC,1971-05-04,3,0,0,,,1971-05-04,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Saint-Jean-Vianney QC,QC,1971-05-04,31,0,1500,1250000,5705741.6,1971-05-04,1250000,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint-Jean QC,QC,1971-05-01,0,0,0,,,1971-05-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Montreal QC,QC,1971-04-01,0,0,0,,,1971-04-30,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal QC,QC,1971-03-04,0,0,0,,,1971-03-04,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Nova Scotia,NS,1971-02-13,,,,,,1971-02-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Terrace BC,BC,1971-01-01,7,0,1,,,1971-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,"Sudbury, Lively, Coppercliff and Field ON",ON,1970-08-20,6,200,0,75000,352463.1,1970-08-20,75000,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central Ontario,ON,1970-06-27,0,0,0,,,1970-06-28,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1970-04-30,0,0,0,,,1970-04-30,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Chaudière River QC,QC,1970-04-22,0,0,0,,,1970-05-05,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St. John's NL,NL,1970-02-27,0,0,0,,,1970-02-27,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1970-02-02,3,0,0,3737000,17562059.1,1970-02-06,1550023,2186977,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal QC,QC,1969-12-28,15,0,0,,,1969-12-28,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1969-08-04,0,0,0,,,1969-08-04,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Newfoundland,NL,1969-05-19,0,0,0,,,1969-05-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Iroquois NB,NB,1969-05-11,1,0,0,,,1969-05-11,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1969-05-02,0,0,0,,,1969-05-02,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Porteau BC,BC,1969-02-09,3,1,0,,,1969-02-09,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Halifax NS,NS,1969-02-02,0,0,0,,,1969-02-02,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1969-01-01,0,0,0,,,1969-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Qu'Appelle River Basin SK,SK,1969-01-01,0,0,0,,,1969-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Maritimes provinces,Maritimes,1968-10-21,1,0,0,,,1968-10-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Lambeth ON,ON,1968-08-19,0,0,0,,,1968-08-19,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Camp Creek BC,BC,1968-06-05,4,0,0,,,1968-06-05,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern and Southern Ontario,ON,1968-02-02,0,0,0,,,1968-02-02,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,ON,1968-01-13,0,0,0,,,1968-01-13,,,,,,,,1027473,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1968-01-01,0,0,0,,,1968-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Nova Scotia,NS,1967-10-11,0,0,0,,,1967-10-12,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Alberta,AB,1967-04-17,0,0,0,,,1967-04-20,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Huron and Perth counties ON,ON,1967-04-17,0,0,0,,,1967-04-17,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1967-01-01,0,0,0,,,1967-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,New Brunswick,NB,1967-01-01,0,0,0,,,1967-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Baie-Comeau QC,QC,1966-11-03,5,0,0,,,1966-11-03,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1966-04-14,0,0,0,,,1966-04-14,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Winnipeg MB,MB,1966-03-04,0,0,0,,,1966-03-04,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,St. Lawrence counties of Quebec,QC,1966-01-01,0,0,0,,,1966-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prince Edward Island,PE,1966-01-01,0,0,0,,,1966-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Granduc Mine BC,BC,1965-02-18,26,22,0,,,1965-02-18,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Ocean Falls BC,BC,1965-01-14,7,0,0,,,1965-01-14,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Hope BC,BC,1965-01-09,4,0,0,,,1965-01-09,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,"Ontario, Quebec and New Brunswick",ON QC NB,1965-01-01,0,0,0,,,1965-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,St. Lawrence River QC,QC,1965-01-01,20,0,0,,,1965-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Prairies,Prairies,1964-12-15,3,0,0,,,1964-12-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Maritime provinces,Maritimes,1964-12-01,23,8,0,,,1964-12-02,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Ramsey Arm BC,BC,1964-09-16,5,0,0,,,1964-09-16,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Nova Scotia,NS,1964-09-13,0,0,0,,,1964-09-16,,,,,,,,0,0
Disaster,Natural,Geological,Tsunami,Port Alberni BC,BC,1964-03-28,0,0,0,,,1964-03-28,,,,,,,,0,8
Disaster,Natural,Meteorological - Hydrological,Drought,Ontario and Quebec,ON QC,1964-01-01,0,0,0,,,1964-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1964-01-01,0,0,0,,,1964-01-01,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Saint-Joachim-de-Tourelle QC,QC,1963-12-11,4,0,236,,,1963-12-11,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Heat Event,Nova Scotia,NS,1963-07-26,5,0,0,,,1963-07-28,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Hay River Township, south shore of Great Slave Lake NT",NT,1963-05-03,0,0,1800,,,1963-05-03,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Ontario,ON,1963-01-01,0,0,0,,,1963-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1963-01-01,0,0,0,,,1963-01-01,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Toulnustouc River QC,QC,1962-12-11,9,0,0,,,1962-12-11,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,West coast British Columbia,BC,1962-10-12,7,0,0,,,1962-10-12,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Nova Scotia,NS,1962-10-07,0,0,0,,,1962-10-08,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southeastern New Brunswick,NB,1962-03-31,,,,,,1962-04-04,,,,,,,,584656,0
Disaster,Natural,Meteorological - Hydrological,Flood,Prince Edward Island,PE,1962-01-01,0,0,0,,,1962-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1962-01-01,0,0,0,,,1962-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northwestern British Columbia,BC,1961-10-10,0,0,100,,,1961-10-14,,,,,,,,236364,0
Disaster,Natural,Meteorological - Hydrological,Flood,Timmins ON,ON,1961-08-31,5,0,0,,,1961-08-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,South Central Saskatchewan,SK,1961-05-30,0,0,0,,,1961-05-30,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1961-05-25,1,0,0,,,1961-05-31,,,,,,,,0,0
